Datetime	Open	High	Low	Close	Volume	Dividends	Stock Splits	Capital Gains
2026-04-30 09:00:00+08:00	53.55	53.6	53.0	53.35	0	0.0	0.0	0.0
2026-04-30 10:00:00+08:00	53.45	53.5	52.95	53.05	6759688	0.0	0.0	0.0
2026-04-30 11:00:00+08:00	53.1	53.2	53.0	53.15	4927482	0.0	0.0	0.0
2026-04-30 12:00:00+08:00	53.15	53.2	52.65	52.8	14356086	0.0	0.0	0.0
2026-04-30 13:00:00+08:00	52.8	53.0	52.75	52.9	3446696	0.0	0.0	0.0
2026-05-04 09:00:00+08:00	53.95	54.8	53.85	54.7	0	0.0	0.0	0.0
2026-05-04 10:00:00+08:00	54.75	55.45	54.65	55.35	13004149	0.0	0.0	0.0
2026-05-04 11:00:00+08:00	55.35	55.5	55.25	55.45	6110879	0.0	0.0	0.0
2026-05-04 12:00:00+08:00	55.4	55.45	55.3	55.4	4806766	0.0	0.0	0.0
2026-05-04 13:00:00+08:00	55.4	55.5	55.35	55.4	2741864	0.0	0.0	0.0
2026-05-05 09:00:00+08:00	55.35	55.55	55.05	55.15	0	0.0	0.0	0.0
2026-05-05 10:00:00+08:00	55.1	55.35	55.1	55.15	5476234	0.0	0.0	0.0
2026-05-05 11:00:00+08:00	55.2	55.45	55.15	55.35	4803821	0.0	0.0	0.0
2026-05-05 12:00:00+08:00	55.4	55.5	55.35	55.45	3870146	0.0	0.0	0.0
2026-05-05 13:00:00+08:00	55.45	55.5	55.4	55.45	2014334	0.0	0.0	0.0
2026-05-06 09:00:00+08:00	56.35	56.75	55.7	56.0	0	0.0	0.0	0.0
2026-05-06 10:00:00+08:00	56.05	56.1	55.45	55.55	10279105	0.0	0.0	0.0
2026-05-06 11:00:00+08:00	55.6	56.0	55.4	56.0	6539811	0.0	0.0	0.0
2026-05-06 12:00:00+08:00	56.0	56.05	55.85	56.0	4422264	0.0	0.0	0.0
2026-05-06 13:00:00+08:00	56.0	56.15	56.0	56.1	3038209	0.0	0.0	0.0
2026-05-07 09:00:00+08:00	57.5	57.75	57.15	57.55	17684973	0.0	0.0	0.0
2026-05-07 10:00:00+08:00	57.5	57.65	57.35	57.5	27349556	0.0	0.0	0.0
2026-05-07 11:00:00+08:00	57.55	57.55	57.4	57.45	540803	0.0	0.0	0.0
