Datetime	Open	High	Low	Close	Volume	Dividends	Stock Splits	Capital Gains
2026-04-30 09:00:00+08:00	126.2	127.0	125.95	126.7	0	0.0	0.0	0.0
2026-04-30 10:00:00+08:00	127.0	127.05	127.0	127.0	28420	0.0	0.0	0.0
2026-04-30 11:00:00+08:00	127.05	127.4	127.0	127.4	25667	0.0	0.0	0.0
2026-04-30 12:00:00+08:00	127.35	127.35	125.6	126.6	33320	0.0	0.0	0.0
2026-04-30 13:00:00+08:00	126.75	126.75	126.75	126.75	1286	0.0	0.0	0.0
2026-05-04 09:00:00+08:00	128.2	128.8	128.2	128.5	0	0.0	0.0	0.0
2026-05-04 10:00:00+08:00	128.7	128.7	128.5	128.65	18155	0.0	0.0	0.0
2026-05-04 11:00:00+08:00	128.7	128.9	128.6	128.9	20561	0.0	0.0	0.0
2026-05-04 12:00:00+08:00	128.95	128.95	128.65	128.65	16486	0.0	0.0	0.0
2026-05-04 13:00:00+08:00	128.95	129.05	128.95	129.0	11394	0.0	0.0	0.0
2026-05-05 09:00:00+08:00	128.75	129.55	128.5	129.55	0	0.0	0.0	0.0
2026-05-05 10:00:00+08:00	129.3	129.5	128.55	129.25	27291	0.0	0.0	0.0
2026-05-05 11:00:00+08:00	129.2	129.2	129.2	129.2	2567	0.0	0.0	0.0
2026-05-05 12:00:00+08:00	129.15	129.25	129.1	129.1	9360	0.0	0.0	0.0
2026-05-05 13:00:00+08:00	129.1	129.1	129.1	129.1	2406	0.0	0.0	0.0
2026-05-06 09:00:00+08:00	131.35	131.35	128.8	128.9	0	0.0	0.0	0.0
2026-05-06 10:00:00+08:00	128.9	128.9	128.3	128.5	22571	0.0	0.0	0.0
2026-05-06 11:00:00+08:00	128.5	129.35	127.9	129.35	10929	0.0	0.0	0.0
2026-05-06 12:00:00+08:00	129.35	129.55	129.35	129.55	6060	0.0	0.0	0.0
2026-05-06 13:00:00+08:00	129.55	129.85	129.55	129.85	4754	0.0	0.0	0.0
2026-05-07 09:00:00+08:00	130.65	131.55	130.65	131.5	25540	0.0	0.0	0.0
2026-05-07 10:00:00+08:00	131.5	131.55	131.45	131.55	31764	0.0	0.0	0.0
