Date	Open	High	Low	Close	Volume	Dividends	Stock Splits	Capital Gains
2021-05-03 00:00:00+08:00	17.67172017161308	17.87253497407146	17.62151527404785	17.62151527404785	300000	0.0	0.0	0.0
2021-05-04 00:00:00+08:00	17.61314903951121	17.654986457114273	17.077642861666416	17.236621856689453	1013050	0.0	0.0	0.0
2021-05-05 00:00:00+08:00	17.236620613666933	17.654985183921305	17.228253130749746	17.571311950683594	178100	0.0	0.0	0.0
2021-05-06 00:00:00+08:00	17.571311972416805	17.7553918090201	17.571311972416805	17.62151527404785	167000	0.0	0.0	0.0
2021-05-07 00:00:00+08:00	17.696823569202497	17.830700123425725	17.68008860094099	17.813966751098633	304235	0.0	0.0	0.0
2021-05-10 00:00:00+08:00	17.822329912693966	18.416408427615323	17.822329912693966	18.399673461914062	2362100	0.0	0.0	0.0
2021-05-11 00:00:00+08:00	18.391305654302496	18.408040619708245	17.90600282907483	18.257429122924805	956137	0.0	0.0	0.0
2021-05-12 00:00:00+08:00	18.031511867950467	18.039879350648793	16.609073323851973	17.36212921142578	807065	0.0	0.0	0.0
2021-05-13 00:00:00+08:00	17.261720250060055	17.261720250060055	16.734581630897768	16.9688663482666	380000	0.0	0.0	0.0
2021-05-14 00:00:00+08:00	17.077640364982777	17.236619336763717	16.92702887549916	17.05253791809082	210070	0.0	0.0	0.0
2021-05-17 00:00:00+08:00	16.734582272741385	17.01070281640425	16.374788498527984	16.50029754638672	1190400	0.0	0.0	0.0
2021-05-18 00:00:00+08:00	16.759684395311922	17.236619725476302	16.676011166385834	17.203149795532227	458500	0.0	0.0	0.0
2021-05-19 00:00:00+08:00	17.362129132296577	17.362129132296577	17.18641678423497	17.303558349609375	331000	0.0	0.0	0.0
2021-05-20 00:00:00+08:00	17.303558237917436	17.303558237917436	17.161314225480623	17.286823272705078	175000	0.0	0.0	0.0
2021-05-21 00:00:00+08:00	17.596413906170124	17.61314727560125	17.311925878697224	17.40396499633789	171000	0.0	0.0	0.0
2021-05-24 00:00:00+08:00	17.337026841814286	17.420700073242188	17.278456058594998	17.420700073242188	71000	0.0	0.0	0.0
2021-05-25 00:00:00+08:00	17.487638618177833	17.63825011796393	17.46253776550293	17.46253776550293	289101	0.0	0.0	0.0
2021-05-26 00:00:00+08:00	17.48763687532762	17.57967758178711	17.48763687532762	17.57967758178711	109000	0.0	0.0	0.0
2021-05-27 00:00:00+08:00	17.529475831701575	17.529475831701575	17.35376188531945	17.479270935058594	133000	0.0	0.0	0.0
2021-05-28 00:00:00+08:00	17.49600622200314	17.680086058606438	17.479271256148063	17.62151527404785	175000	0.0	0.0	0.0
2021-05-31 00:00:00+08:00	17.62151386771803	17.822328654149867	17.62151386771803	17.788860321044922	336050	0.0	0.0	0.0
2021-06-01 00:00:00+08:00	17.78886228366278	17.822330620460235	17.721924014133638	17.797229766845703	56000	0.0	0.0	0.0
2021-06-02 00:00:00+08:00	17.813962819087095	17.947839343760243	17.813962819087095	17.889266967773438	225700	0.0	0.0	0.0
2021-06-03 00:00:00+08:00	17.906001932341095	17.947839343760243	17.864166116856012	17.889266967773438	114254	0.0	0.0	0.0
2021-06-04 00:00:00+08:00	17.73866048502075	17.788863792442086	17.68845558166504	17.68845558166504	95100	0.0	0.0	0.0
2021-06-07 00:00:00+08:00	17.805597063141757	17.805597063141757	17.496006572360024	17.721923828125	98097	0.0	0.0	0.0
2021-06-08 00:00:00+08:00	17.813964733211545	17.813964733211545	17.755392350931093	17.797229766845703	74000	0.0	0.0	0.0
2021-06-09 00:00:00+08:00	17.738656662343622	17.738656662343622	17.58804517660198	17.596412658691406	79000	0.0	0.0	0.0
2021-06-10 00:00:00+08:00	17.680088097772423	17.705190549450275	17.54621154735927	17.68845558166504	269000	0.0	0.0	0.0
2021-06-11 00:00:00+08:00	17.65498349078028	17.78886001274797	17.65498349078028	17.696819305419922	103000	0.0	0.0	0.0
2021-06-15 00:00:00+08:00	17.6968193352179	17.6968193352179	17.588045259411256	17.654983520507812	68042	0.0	0.0	0.0
2021-06-16 00:00:00+08:00	17.654985261361674	17.671720227269457	17.571312027756946	17.6298828125	41004	0.0	0.0	0.0
2021-06-17 00:00:00+08:00	17.57131380337952	17.57131380337952	17.429069770657648	17.562946319580078	151000	0.0	0.0	0.0
2021-06-18 00:00:00+08:00	17.571311850940575	17.654985083703316	17.44580279976355	17.46253776550293	104000	0.0	0.0	0.0
2021-06-21 00:00:00+08:00	17.48763826003239	17.81396370153055	17.30355842847164	17.36212921142578	155000	0.0	0.0	0.0
2021-06-22 00:00:00+08:00	17.454170148939408	17.51274093264444	17.378864399623176	17.395599365234375	187846	0.0	0.0	0.0
2021-06-23 00:00:00+08:00	17.487638683946653	17.646617667200346	17.487638683946653	17.613147735595703	177100	0.0	0.0	0.0
2021-06-24 00:00:00+08:00	17.696821323534955	17.7219237727418	17.571312269369162	17.71355628967285	99100	0.0	0.0	0.0
2021-06-25 00:00:00+08:00	17.738658870221116	17.880902891578014	17.713556420828407	17.780494689941406	128000	0.0	0.0	0.0
2021-06-28 00:00:00+08:00	17.780496814575617	17.86417005994874	17.76376184631411	17.813966751098633	76000	0.0	0.0	0.0
2021-06-29 00:00:00+08:00	17.84743299407603	17.84743299407603	17.738658905029297	17.738658905029297	63000	0.0	0.0	0.0
2021-06-30 00:00:00+08:00	17.738657023420476	17.822328654149867	17.721922058900976	17.788860321044922	74132	0.0	0.0	0.0
2021-07-01 00:00:00+08:00	17.7888602085543	17.7888602085543	17.71355446462681	17.772125244140625	70250	0.0	0.0	0.0
2021-07-02 00:00:00+08:00	17.77212704069034	17.77212704069034	17.73865870441379	17.75539207458496	37000	0.0	0.0	0.0
2021-07-05 00:00:00+08:00	17.755390504073834	17.88090114282823	17.738657135382773	17.80559539794922	74000	0.0	0.0	0.0
