Date	Open	High	Low	Close	Volume	Dividends	Stock Splits	Capital Gains
2021-04-29 00:00:00+08:00	30.596320138605364	30.81331531689335	30.509523391723633	30.509523391723633	35394172	0.0	0.0	0.0
2021-05-03 00:00:00+08:00	30.466116708287778	30.466116708287778	29.96703052898291	29.99957847595215	26886696	0.0	0.0	0.0
2021-05-04 00:00:00+08:00	29.99958461761008	30.021285460754342	29.294350259510743	29.73919105529785	53149348	0.0	0.0	0.0
2021-05-05 00:00:00+08:00	29.73918279758603	29.793431579299583	29.446238051899698	29.457088470458984	35123544	0.0	0.0	0.0
2021-05-06 00:00:00+08:00	29.576434208489538	29.836827678742036	29.402837457960334	29.717479705810547	31910052	0.0	0.0	0.0
2021-05-07 00:00:00+08:00	29.9778749013326	30.259969223292163	29.934476538973318	30.24911880493164	27887364	0.0	0.0	0.0
2021-05-10 00:00:00+08:00	30.270823859731994	30.270823859731994	29.967031969802402	30.042978286743164	17145392	0.0	0.0	0.0
2021-05-11 00:00:00+08:00	29.457092070445334	29.46794249033066	28.77355866175229	28.91460418701172	101487268	0.0	0.0	0.0
2021-05-12 00:00:00+08:00	28.838657146706588	28.838657146706588	26.299814286633325	28.079174041748047	153849896	0.0	0.0	0.0
2021-05-13 00:00:00+08:00	27.395639513053144	28.209371379777494	27.124395557478362	27.66688346862793	108572604	0.0	0.0	0.0
2021-05-14 00:00:00+08:00	27.883880161349126	28.26362171996672	27.74283296561137	27.98152732849121	60858732	0.0	0.0	0.0
2021-05-17 00:00:00+08:00	27.16779385412433	27.948977768484443	27.05929627219006	27.449888229370117	126414496	0.0	0.0	0.0
2021-05-18 00:00:00+08:00	27.851329648556987	28.708459854125977	27.77538001938316	28.708459854125977	65091716	0.0	0.0	0.0
2021-05-19 00:00:00+08:00	28.686761321565303	28.78440848758385	28.31787018822658	28.513164520263672	67681988	0.0	0.0	0.0
2021-05-20 00:00:00+08:00	28.50231448231511	28.513161591026694	28.144270495585186	28.317867279052734	38038476	0.0	0.0	0.0
2021-05-21 00:00:00+08:00	28.751862529096613	29.044807358543576	28.491468964634766	28.719314575195312	40364120	0.0	0.0	0.0
2021-05-24 00:00:00+08:00	28.545712034443117	28.784404707690218	28.458911989648865	28.675907135009766	40898176	0.0	0.0	0.0
2021-05-25 00:00:00+08:00	28.83865181687933	29.218393299176523	28.83865181687933	29.16414451599121	36364972	0.0	0.0	0.0
2021-05-26 00:00:00+08:00	29.261797864477366	29.326893761862227	29.06650023907293	29.185848236083984	20554356	0.0	0.0	0.0
2021-05-27 00:00:00+08:00	28.968855389757223	29.012253761832284	28.71931226701296	28.979705810546875	22624404	0.0	0.0	0.0
2021-05-28 00:00:00+08:00	29.272641772779583	29.489636903225936	29.142446681161527	29.467939376831055	38184028	0.0	0.0	0.0
2021-05-31 00:00:00+08:00	29.467938105302167	29.8476795671976	29.467938105302167	29.750032424926758	41441512	0.0	0.0	0.0
