Datetime	Open	High	Low	Close	Volume	Dividends	Stock Splits	Capital Gains
2026-04-30 09:00:00+08:00	24.39	24.5	24.39	24.5	0	0.0	0.0	0.0
2026-04-30 10:00:00+08:00	24.51	24.51	24.38	24.39	38566	0.0	0.0	0.0
2026-04-30 11:00:00+08:00	24.4	24.44	24.4	24.44	31509	0.0	0.0	0.0
2026-04-30 12:00:00+08:00	24.44	24.46	24.44	24.44	20517	0.0	0.0	0.0
2026-05-04 09:00:00+08:00	24.45	24.65	24.41	24.64	7759	0.0	0.0	0.0
2026-05-04 10:00:00+08:00	24.65	24.68	24.6	24.68	159290	0.0	0.0	0.0
2026-05-04 11:00:00+08:00	24.68	24.7	24.66	24.67	43700	0.0	0.0	0.0
2026-05-04 12:00:00+08:00	24.67	24.67	24.66	24.66	30388	0.0	0.0	0.0
2026-05-04 13:00:00+08:00	24.63	24.63	24.63	24.63	15075	0.0	0.0	0.0
2026-05-05 09:00:00+08:00	24.64	24.76	24.61	24.74	0	0.0	0.0	0.0
2026-05-05 10:00:00+08:00	24.74	24.74	24.74	24.74	10403	0.0	0.0	0.0
2026-05-05 11:00:00+08:00	24.65	24.65	24.61	24.61	8388	0.0	0.0	0.0
2026-05-05 12:00:00+08:00	24.61	24.63	24.59	24.59	11481	0.0	0.0	0.0
2026-05-05 13:00:00+08:00	24.6	24.6	24.55	24.55	37183	0.0	0.0	0.0
2026-05-06 09:00:00+08:00	24.55	24.85	24.55	24.85	112145	0.0	0.0	0.0
2026-05-06 10:00:00+08:00	24.83	24.94	24.83	24.92	210511	0.0	0.0	0.0
2026-05-06 11:00:00+08:00	24.89	24.96	24.86	24.86	81540	0.0	0.0	0.0
2026-05-06 12:00:00+08:00	24.86	24.9	24.86	24.88	61542	0.0	0.0	0.0
2026-05-06 13:00:00+08:00	24.9	24.96	24.89	24.96	40147	0.0	0.0	0.0
2026-05-07 09:00:00+08:00	24.99	25.08	24.92	24.92	140746	0.0	0.0	0.0
2026-05-07 10:00:00+08:00	24.94	24.94	24.84	24.85	175382	0.0	0.0	0.0
